ProductName;Manufacturer;BrandName;ClassName;StyleName;ColorName;Size;SalesQuantity
Contoso Teléfonos de pantalla táctil infrarrojos M901 Negro;Contoso, Ltd;Contoso;Normal;Product0503053;Negro;4.5 x 2.6 x 0.6;817
Contoso Teléfonos de pantalla táctil capacitivos M908 Negro;Contoso, Ltd;Contoso;Normal;Product0503054;Negro;8.8 x 6.2 x 2.8;964
Contoso Teléfonos de pantalla táctil de 4 hilos/incorporados M205 Negro;Contoso, Ltd;Contoso;Normal;Product0503055;Negro;4.5 x 3.1 x 0.6;267
Contoso Teléfonos de pantalla táctil SAW/externos M806 Negro;Contoso, Ltd;Contoso;Normal;Product0503056;Negro;8.8 x 3.8 x 3.8;1016
Contoso Teléfonos de pantalla táctil de 5 hilos/externos M508 Negro;Contoso, Ltd;Contoso;Normal;Product0503057;Negro;6 x 3 x 8;723
Contoso Teléfonos de pantalla táctil M30 Negro;Contoso, Ltd;Contoso;Economía;Product0503058;Negro;10 x 7.2 x 1.7;1051
Contoso Lápiz de teléfonos de pantalla táctil M320 Negro;Contoso, Ltd;Contoso;Normal;Product0503059;Negro;8 x 6 x 1;1017
Contoso Teléfonos de pantalla táctil Sharp M910 Negro;Contoso, Ltd;Contoso;Normal;Product0503060;Negro;4.7 x 2.9 x 0.7;910
Contoso Teléfonos de pantalla táctil - CRT M11 Negro;Contoso, Ltd;Contoso;Economía;Product0503061;Negro;8.8 x 7 x 3.2;969
Contoso Teléfonos de pantalla táctil - LCD M12 Negro;Contoso, Ltd;Contoso;Economía;Product0503062;Negro;9 x 2 x 7;977
The Phone Company Teléfonos inteligentes sin cámara E100 Negro;The Phone Company;The Phone Company;Economía;Product0504001;Negro;4.8 x 3.1 x 0.6;920
The Phone Company Microsoft Windows Mobile E200 Negro;The Phone Company;The Phone Company;Normal;Product0504002;Negro;0.6 x 2.8 x 4.6;175
The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Negro;The Phone Company;The Phone Company;Normal;Product0504003;Negro;4.5 x 2.6 x 0.6;218
The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Negro;The Phone Company;The Phone Company;Normal;Product0504004;Negro;8.8 x 6.2 x 2.8;721
The Phone Company Teléfonos inteligentes 160 x 160 M26 Negro;The Phone Company;The Phone Company;Normal;Product0504005;Negro;4.5 x 3.1 x 0.6;952
The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Negro;The Phone Company;The Phone Company;Normal;Product0504006;Negro;8.8 x 3.8 x 3.8;1160
The Phone Company Teléfonos inteligentes - 320 x 320 M86 Negro;The Phone Company;The Phone Company;Normal;Product0504007;Negro;6 x 3 x 8;187
The Phone Company Teléfonos inteligentes desbloqueados M300 Negro;The Phone Company;The Phone Company;Normal;Product0504008;Negro;10 x 7.2 x 1.7;897
The Phone Company Experto en teléfonos inteligentes M400 Negro;The Phone Company;The Phone Company;Normal;Product0504009;Negro;8 x 6 x 1;915
The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Negro;The Phone Company;The Phone Company;Deluxe;Product0504010;Negro;4.7 x 2.9 x 0.7;826
The Phone Company Teléfonos inteligentes sin cámara E100 Gris;The Phone Company;The Phone Company;Economía;Product0504011;Gris;8.8 x 7 x 3.2;1250
The Phone Company Microsoft Windows Mobile M200 Gris;The Phone Company;The Phone Company;Normal;Product0504012;Gris;9 x 2 x 7;283
The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Gris;The Phone Company;The Phone Company;Normal;Product0504013;Gris;8.5 x 6 x 2;308
The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Gris;The Phone Company;The Phone Company;Normal;Product0504014;Gris;111 x 51.5 x 14.5;904
The Phone Company Teléfonos inteligentes 160 x 160 M26 Gris;The Phone Company;The Phone Company;Normal;Product0504015;Gris;1.2 x 5.1 x 3.2;997
The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Gris;The Phone Company;The Phone Company;Normal;Product0504016;Gris;6 x 12.2 x 12.6;941
The Phone Company Teléfonos inteligentes 320 x 320 M86 Gris;The Phone Company;The Phone Company;Normal;Product0504017;Gris;4.3 x 2.4 x 0.5;145
The Phone Company Teléfonos inteligentes desbloqueados M300 Gris;The Phone Company;The Phone Company;Normal;Product0504018;Gris;4 x 2 x 0.7;928
The Phone Company Experto en teléfonos inteligentes M400 Gris;The Phone Company;The Phone Company;Normal;Product0504019;Gris;4.3 x 2.2 x 0.5;977
The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Gris;The Phone Company;The Phone Company;Deluxe;Product0504020;Gris;4.3 x 2.4 x 0.5;1087
The Phone Company Teléfonos inteligentes sin cámara E100 Blanco;The Phone Company;The Phone Company;Economía;Product0504021;Blanco;4.5 x 2.6 x 0.6;1054
The Phone Company Microsoft Windows Mobile M200 Blanco;The Phone Company;The Phone Company;Normal;Product0504022;Blanco;4.5 x 2.3 x 0.6;184
The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Blanco;The Phone Company;The Phone Company;Normal;Product0504023;Blanco;4.1 x 2.2 x 0.5;194
The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Blanco;The Phone Company;The Phone Company;Normal;Product0504024;Blanco;4.4 x 2.4 x 0.6;905
The Phone Company Teléfonos inteligentes 160 x 160 M26 Blanco;The Phone Company;The Phone Company;Normal;Product0504025;Blanco;3.8 x 2 x 0.8;1277
The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Blanco;The Phone Company;The Phone Company;Normal;Product0504026;Blanco;2.1 x 4.2 x 0.6;1019
The Phone Company Teléfonos inteligentes 320 x 320 M86 Blanco;The Phone Company;The Phone Company;Normal;Product0504027;Blanco;4.2 x 2.1 x 0.6;139
The Phone Company Teléfonos inteligentes desbloqueados M300 Blanco;The Phone Company;The Phone Company;Normal;Product0504028;Blanco;4.2 x 2.1 x 0.6;982
The Phone Company Experto en teléfonos inteligentes M400 Blanco;The Phone Company;The Phone Company;Normal;Product0504029;Blanco;3.4 x 1.8 x 0.9;1100
The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Blanco;The Phone Company;The Phone Company;Deluxe;Product0504030;Blanco;4.8 x 3.1 x 0.6;1141
The Phone Company Teléfonos inteligentes sin cámara E100 Rosa;The Phone Company;The Phone Company;Economía;Product0504031;Rosa;0.6 x 2.8 x 4.6;888
The Phone Company Microsoft Windows Mobile M200 Rosa;The Phone Company;The Phone Company;Normal;Product0504032;Rosa;4.5 x 2.6 x 0.6;285
The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Rosa;The Phone Company;The Phone Company;Normal;Product0504033;Rosa;8.8 x 6.2 x 2.8;248
The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Rosa;The Phone Company;The Phone Company;Normal;Product0504034;Rosa;4.5 x 3.1 x 0.6;780
The Phone Company Teléfonos inteligentes 160 x 160 M26 Rosa;The Phone Company;The Phone Company;Normal;Product0504035;Rosa;8.8 x 3.8 x 3.8;928
The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Rosa;The Phone Company;The Phone Company;Normal;Product0504036;Rosa;6 x 3 x 8;934
The Phone Company Teléfonos inteligentes 320 x 320 M86 Rosa;The Phone Company;The Phone Company;Normal;Product0504037;Rosa;10 x 7.2 x 1.7;127
The Phone Company Teléfonos inteligentes desbloqueados M300 Rosa;The Phone Company;The Phone Company;Normal;Product0504038;Rosa;8 x 6 x 1;934
The Phone Company Experto en teléfonos inteligentes M400 Rosa;The Phone Company;The Phone Company;Normal;Product0504039;Rosa;4.7 x 2.9 x 0.7;873
The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Rosa;The Phone Company;The Phone Company;Deluxe;Product0504040;Rosa;8.8 x 7 x 3.2;983
The Phone Company Teléfonos inteligentes sin cámara E100 Oro;The Phone Company;The Phone Company;Economía;Product0504041;Oro;9 x 2 x 7;1407
The Phone Company Microsoft Windows Mobile M200 Oro;The Phone Company;The Phone Company;Normal;Product0504042;Oro;8.5 x 6 x 2;218
The Phone Company Teléfonos inteligentes 4 GB de memoria M300 Oro;The Phone Company;The Phone Company;Normal;Product0504043;Oro;111 x 51.5 x 14.5;278
The Phone Company Teléfonos inteligentes 8 GB de memoria M400 Oro;The Phone Company;The Phone Company;Normal;Product0504044;Oro;1.2 x 5.1 x 3.2;751
The Phone Company Teléfonos inteligentes 160 x 160 M26 Oro;The Phone Company;The Phone Company;Normal;Product0504045;Oro;6 x 12.2 x 12.6;1085
The Phone Company Teléfonos inteligentes pantalla de 6 líneas M21 Oro;The Phone Company;The Phone Company;Normal;Product0504046;Oro;4.3 x 2.4 x 0.5;1073
The Phone Company Teléfonos inteligentes 320 x 320 M86 Oro;The Phone Company;The Phone Company;Normal;Product0504047;Oro;4 x 2 x 0.7;150
The Phone Company Teléfonos inteligentes desbloqueados M300 Oro;The Phone Company;The Phone Company;Normal;Product0504048;Oro;4.3 x 2.2 x 0.5;919
The Phone Company Experto en teléfonos inteligentes M400 Oro;The Phone Company;The Phone Company;Normal;Product0504049;Oro;4.3 x 2.4 x 0.5;1076
The Phone Company Teléfonos inteligentes desbloqueados internacionales M800 Oro;The Phone Company;The Phone Company;Deluxe;Product0504050;Oro;4.5 x 2.6 x 0.6;755
The Phone Company PDA WiFi 3,5 pulgadas M200 Negro;The Phone Company;The Phone Company;Normal;Product0504051;Negro;4.5 x 2.3 x 0.6;852
The Phone Company PDA WiFi 3,7 pulgadas M250 Negro;The Phone Company;The Phone Company;Deluxe;Product0504052;Negro;4.1 x 2.2 x 0.5;874
The Phone Company PDA WiFi 4,7 pulgadas L290 Negro;The Phone Company;The Phone Company;Deluxe;Product0504053;Negro;4.4 x 2.4 x 0.6;1169
The Phone Company PDA teléfono 3,5 pulgadas M320 Negro;The Phone Company;The Phone Company;Normal;Product0504054;Negro;3.8 x 2 x 0.8;818
The Phone Company Teléfono PDA 3,7 pulgadas M340 Negro;The Phone Company;The Phone Company;Deluxe;Product0504055;Negro;2.1 x 4.2 x 0.6;951
The Phone Company Teléfono PDA 4,7 pulgadas L360 Negro;The Phone Company;The Phone Company;Deluxe;Product0504056;Negro;4.2 x 2.1 x 0.6;840
The Phone Company Teléfono PDA desbloqueado 3,7 pulgadas M510 Negro;The Phone Company;The Phone Company;Normal;Product0504057;Negro;4.2 x 2.1 x 0.6;566
The Phone Company Teléfono PDA desbloqueado 3,5 pulgadas M530 Negro;The Phone Company;The Phone Company;Normal;Product0504058;Negro;3.4 x 1.8 x 0.9;922
The Phone Company Teléfono PDA desbloqueado 4,7 pulgadas L550 Negro;The Phone Company;The Phone Company;Deluxe;Product0504059;Negro;4.2 x 2.1 x 0.6;1009
The Phone Company PDA de mano 3,5 pulgadas M610 Negro;The Phone Company;The Phone Company;Normal;Product0504060;Negro;3.4 x 1.8 x 0.9;1061
The Phone Company PDA de mano 3,7 pulgadas M630 Negro;The Phone Company;The Phone Company;Normal;Product0504061;Negro;4.8 x 3.1 x 0.6;1105
The Phone Company PDA de mano 4,7 pulgadas L650 Negro;The Phone Company;The Phone Company;Deluxe;Product0504062;Negro;0.6 x 2.8 x 4.6;1078
The Phone Company Palm PDA 3,5 pulgadas M810 Negro;The Phone Company;The Phone Company;Normal;Product0504063;Negro;4.5 x 2.6 x 0.6;1048
The Phone Company Palm PDA 3,7 pulgadas M830 Negro;The Phone Company;The Phone Company;Normal;Product0504064;Negro;8.8 x 6.2 x 2.8;580
The Phone Company Palm PDA 4,7 pulgadas L850 Negro;The Phone Company;The Phone Company;Deluxe;Product0504065;Negro;4.5 x 3.1 x 0.6;767
The Phone Company Teléfono con GPS y PDA 3,5 pulgadas M910 Negro;The Phone Company;The Phone Company;Normal;Product0504066;Negro;8.8 x 3.8 x 3.8;1123
The Phone Company Teléfono con GPS y PDA 3,7 pulgadas M930 Negro;The Phone Company;The Phone Company;Normal;Product0504067;Negro;6 x 3 x 8;212
Contoso Reproductor MP3 de 512 MB E51 Plata;Contoso, Ltd;Contoso;Economía;Product0101001;Plata;2.2 x 1.8 x 4 ;1116
Contoso Reproductor MP3 de 512 MB E51 Azul;Contoso, Ltd;Contoso;Economía;Product0101002;Azul;2.2 x 1.8 x 4 ;1001
Contoso Reproductor MP3 de 1 G E100 Blanco;Contoso, Ltd;Contoso;Economía;Product0101003;Blanco;2.2  x 2.2  x 4 ;960
Contoso Reproductor MP3 de 2 GB E200 Plata;Contoso, Ltd;Contoso;Economía;Product0101004;Plata;2.2  x 2.2  x 4 ;1292
Contoso Reproductor MP3 de 2 GB E200 Red;Contoso, Ltd;Contoso;Economía;Product0101005;Red;3.7 x 0.6 x 2.2;921
Contoso Reproductor MP3 de 2 GB E200 Negro;Contoso, Ltd;Contoso;Economía;Product0101006;Negro;1.6 x 0.4 x 3.7;671
Contoso Reproductor MP3 de 2 GB E200 Azul;Contoso, Ltd;Contoso;Economía;Product0101007;Azul;2.2 x 1.5 x 0.6 ;1436
Contoso Reproductor MP3 de 4 GB E400 Plata;Contoso, Ltd;Contoso;Economía;Product0101008;Plata;0.8 x 3.6 x 1.1;1096
Contoso Reproductor MP3 de 4 GB E400 Negro;Contoso, Ltd;Contoso;Economía;Product0101009;Negro;3.1 x 1.9 x 0.3;859
Contoso Reproductor MP3 de 4 GB E400 Verde;Contoso, Ltd;Contoso;Economía;Product0101010;Verde;2.3 x 0.3 x 4;821
Contoso Reproductor MP3 de 4 GB E400 Naranja;Contoso, Ltd;Contoso;Economía;Product0101011;Naranja;2.2 x 0.6 x 1.4;1221
Contoso Reproductor MP3 Flash de 4 GB E401 Azul;Contoso, Ltd;Contoso;Economía;Product0101012;Azul;0.8 x 3.6 x 1.1;1097
Contoso Reproductor MP3 Flash de 4 GB E401 Negro;Contoso, Ltd;Contoso;Economía;Product0101013;Negro;1.7 x 3.5 x 0.5;1381
Contoso Reproductor MP3 Flash de 4 GB E401 Plata;Contoso, Ltd;Contoso;Economía;Product0101014;Plata;0.4 x 1.6 x 3.6;960
Contoso Reproductor MP3 Flash de 4 GB E401 Blanco;Contoso, Ltd;Contoso;Economía;Product0101015;Blanco;3.26 x 2.16 x .44;1025
Contoso Reproductor de vídeo y MP3 superdelgado de 8 GB M800 Blanco;Contoso, Ltd;Contoso;Normal;Product0101016;Blanco;3.8 x 0.6 x 2.2;513
Contoso Reproductor de vídeo y MP3 superdelgado de 8 GB M800 Red;Contoso, Ltd;Contoso;Normal;Product0101017;Red;3.8 x 0.6 x 2.2;440
Contoso Reproductor de vídeo y MP3 superdelgado de 8 GB M800 Verde;Contoso, Ltd;Contoso;Normal;Product0101018;Verde;3.1 x 1.9 x 0.3;602
Contoso Reproductor de vídeo y MP3 superdelgado de 8 GB M800 Rosa;Contoso, Ltd;Contoso;Normal;Product0101019;Rosa;1.4 x 5 x 7;607
Contoso Nuevo modelo de reproductor MP3 de 8 GB  M820 Negro;Contoso, Ltd;Contoso;Normal;Product0101020;Negro;5.5 x 1.7 x 5.3;360
Contoso Nuevo modelo de reproductor MP3 de 8 GB  M820 Azul;Contoso, Ltd;Contoso;Normal;Product0101021;Azul;2.2 x 1.4 x 0.6;406
Contoso Nuevo modelo de reproductor MP3 de 8 GB  M820 Amarillo;Contoso, Ltd;Contoso;Normal;Product0101022;Amarillo;2.2 x 1.4 x 0.6;500
Contoso Nuevo modelo de reproductor MP3 de 8 GB  M820 Blanco;Contoso, Ltd;Contoso;Normal;Product0101023;Blanco;3.5 x 1.7 x 0.5;562
Contoso Reproductor MP5 de 16 GB M1600 Azul;Contoso, Ltd;Contoso;Normal;Product0101024;Azul;3.8 x 0.6 x 2.2;165
Contoso Reproductor MP5 de 16 GB M1600 Negro;Contoso, Ltd;Contoso;Normal;Product0101025;Negro;1.4 x 5 x 7;171
Contoso Reproductor MP5 de 16 GB M1600 Verde;Contoso, Ltd;Contoso;Normal;Product0101026;Verde;0.6 x 1.5 x 2.2;196
Contoso Reproductor MP5 de 16 GB M1600 Blanco;Contoso, Ltd;Contoso;Normal;Product0101027;Blanco;2.2 x 1.4 x 0.6;270
Contoso Reproductor MP5 de 16 GB M1600 Red;Contoso, Ltd;Contoso;Normal;Product0101028;Red;1.2 x 0.8 x 2.8;176
Contoso Reproductor MP3 de vídeo de 32 GB M3200 Blanco;Contoso, Ltd;Contoso;Normal;Product0101029;Blanco;1 x 1.6 x 3.7;654
Contoso Reproductor MP3 de vídeo de 32 GB M3200 Red;Contoso, Ltd;Contoso;Normal;Product0101030;Red;2.2 x 1.5 x 0.6;456
Contoso Reproductor MP3 de vídeo de 32 GB M3200 Naranja;Contoso, Ltd;Contoso;Normal;Product0101031;Naranja;2.6 x 2.5 x 0.6;485
Contoso Reproductor MP3 de vídeo de 32 GB M3200 Rosa;Contoso, Ltd;Contoso;Normal;Product0101032;Rosa;0.7 x 3.6 x 2.8;359
Contoso Reproductor MP3 de vídeo de 32 GB M3200 Negro;Contoso, Ltd;Contoso;Normal;Product0101033;Negro;2.8 x 1.6 x 0.2;432
Contoso Reproductor MP3 portátil de 4 GB M450 Negro;Contoso, Ltd;Contoso;Normal;Product0101034;Negro;1.07 x 1.62 x 0.41;450
Contoso Reproductor MP3 portátil de 4 GB M450 Blanco;Contoso, Ltd;Contoso;Normal;Product0101035;Blanco;9.2 x 7 x 1.8;762
Contoso Reproductor MP3 portátil de 4 GB M450 Amarillo;Contoso, Ltd;Contoso;Normal;Product0101036;Amarillo;3.5 x 2 x 0.5;811
Contoso Reproductor MP3 con radio y reloj de 8 GB X850 Plata;Contoso, Ltd;Contoso;Deluxe;Product0101037;Plata;3.5 x 1.6 x 0.3;843
Contoso Reproductor MP3 con radio y reloj de 8 GB X850 Negro;Contoso, Ltd;Contoso;Deluxe;Product0101038;Negro;9 x 2 x 8;961
Contoso Reproductor MP3 con radio y reloj de 8 GB X850 Verde;Contoso, Ltd;Contoso;Deluxe;Product0101039;Verde;0.3 x 2.4 x 4.1;962
Contoso Reproductor MP3 con radio y reloj de 8 GB X850 Azul;Contoso, Ltd;Contoso;Deluxe;Product0101040;Azul;4.1 x 2.4 x 0.4;1047
Contoso Reproductor MP5 de nueva generación de 16 GB M1650 Plata;Contoso, Ltd;Contoso;Normal;Product0101041;Plata;2.4 x 0.3 x 4.1;240
Contoso Reproductor MP5 de nueva generación de 16 GB M1650 Blanco;Contoso, Ltd;Contoso;Normal;Product0101042;Blanco;12.9 x 61.1 x 108.2;165
Contoso Reproductor MP5 de nueva generación de 16 GB M1650 Negro;Contoso, Ltd;Contoso;Normal;Product0101043;Negro;2.2 x 0.6 x 1.4;208
Contoso Reproductor MP5 de nueva generación de 16 GB M1650 blue;Contoso, Ltd;Contoso;Normal;Product0101044;blue;2.2 x 1.8 x 4;163
Contoso Reproductor MP5 de nueva generación de 16 GB M1650 Rosa;Contoso, Ltd;Contoso;Normal;Product0101045;Rosa;4.1 x 2.4 x 0.4;55
WWI Lápiz inteligente de pulsos de 1 GB E50 Blanco;Wide World Importers;Wide World Importers;Economía;Product0104001;Blanco;6 x 0.5 x 0.5;935
WWI Lápiz inteligente de pulsos de 1 GB E50 Negro;Wide World Importers;Wide World Importers;Economía;Product0104002;Negro;6 x 0.5 x 0.5;1010
WWI Lápiz inteligente de pulsos de 1 GB E50 Plata;Wide World Importers;Wide World Importers;Economía;Product0104003;Plata;150X1x15;1232
WWI Lápiz inteligente de pulsos de 2 GB M100 Blanco;Wide World Importers;Wide World Importers;Normal;Product0104004;Blanco;5.1  x 2.4  x 3.9 ;937
WWI Lápiz inteligente de pulsos de 2 GB M100 Negro;Wide World Importers;Wide World Importers;Normal;Product0104005;Negro;3.8 x 5.5 x 1.8;885
WWI Lápiz inteligente de pulsos de 2 GB M100 Azul;Wide World Importers;Wide World Importers;Normal;Product0104006;Azul;6 x 0.5 x 0.5;1063
WWI Lápiz inteligente de pulsos de 2 GB M100 Plata;Wide World Importers;Wide World Importers;Normal;Product0104007;Plata;6 x 0.5 x 0.5;1264
WWI Lápiz de grabación de vídeo de 4 GB  X200 Negro;Wide World Importers;Wide World Importers;Deluxe;Product0104008;Negro;150X1x15;340
WWI Lápiz de grabación de vídeo de 4 GB  X200 Red;Wide World Importers;Wide World Importers;Deluxe;Product0104009;Red;5.1  x 2.4  x 3.9 ;549
WWI Lápiz de grabación de vídeo de 4 GB  X200 Rosa;Wide World Importers;Wide World Importers;Deluxe;Product0104010;Rosa;3.8 x 5.5 x 1.8;441
WWI Lápiz de grabación de vídeo de 4 GB  X200 Amarillo;Wide World Importers;Wide World Importers;Deluxe;Product0104011;Amarillo;2.5 x 0.5 x 1;370
WWI Lápiz de grabadora de voz digital de 1 GB E100 Negro;Wide World Importers;Wide World Importers;Economía;Product0104012;Negro;150X1x15;788
WWI Lápiz de grabadora de voz digital de 1 GB E100 Red;Wide World Importers;Wide World Importers;Economía;Product0104013;Red;6 x 0.5 x 0.5;930
WWI Lápiz de grabadora de voz digital de 1 GB E100 Rosa;Wide World Importers;Wide World Importers;Economía;Product0104014;Rosa;6 x 0.5 x 0.5;744
WWI Lápiz de grabadora de voz digital de 1 GB E100 Blanco;Wide World Importers;Wide World Importers;Economía;Product0104015;Blanco;150X1x15;870
WWI Lápiz de grabadora de vídeo espía de 2 GB M300 Negro;Wide World Importers;Wide World Importers;Normal;Product0104016;Negro;5.1  x 2.4  x 3.9 ;228
WWI Lápiz de grabadora de vídeo espía de 2 GB M300 Blanco;Wide World Importers;Wide World Importers;Normal;Product0104017;Blanco;3.8 x 5.5 x 1.8;184
WWI Lápiz de grabadora de vídeo espía de 2 GB M300 Azul;Wide World Importers;Wide World Importers;Normal;Product0104018;Azul;6 x 0.5 x 0.5;221
WWI Lápiz de grabadora de vídeo espía de 2 GB M300 Plata;Wide World Importers;Wide World Importers;Normal;Product0104019;Plata;6 x 0.5 x 0.5;226
WWI Lápiz de grabadora de vídeo espía de 2 GB M300 Púrpura;Wide World Importers;Wide World Importers;Normal;Product0104020;Púrpura;150X1x15;245
NT Auricular estéreo Bluetooth E52 Azul;Northwind Traders;Northwind Traders;Economía;Product0106001;Azul;5.1 x 1.8 x 4.9;746
NT Auricular estéreo Bluetooth E52 Negro;Northwind Traders;Northwind Traders;Economía;Product0106002;Negro;9 x 6.8 x 4.3;1428
NT Auricular estéreo Bluetooth E52 Amarillo;Northwind Traders;Northwind Traders;Economía;Product0106003;Amarillo;1 x 1 x 1;985
NT Auricular estéreo Bluetooth E52 Rosa;Northwind Traders;Northwind Traders;Economía;Product0106004;Rosa;9 x 6.8 x 4.3;922
NT Auriculares estéreo Bluetooth inalámbricos E102 Plata;Northwind Traders;Northwind Traders;Economía;Product0106005;Plata;8 x 6.7 x 2.2;1145
NT Auriculares estéreo Bluetooth inalámbricos E102 Negro;Northwind Traders;Northwind Traders;Economía;Product0106006;Negro;5 x 9 x 7;993
NT Auriculares estéreo Bluetooth inalámbricos E102 Azul;Northwind Traders;Northwind Traders;Economía;Product0106007;Azul;5 x 9 x 7;998
NT Auriculares estéreo Bluetooth inalámbricos E102 Blanco;Northwind Traders;Northwind Traders;Economía;Product0106008;Blanco;5.7 x 3.6 x 9.2;1106
NT Auriculares activos Bluetooth E202 Negro;Northwind Traders;Northwind Traders;Economía;Product0106009;Negro;5 x 6 x 2;898
NT Auriculares activos Bluetooth E202 Blanco;Northwind Traders;Northwind Traders;Economía;Product0106010;Blanco;10.4 x 8.1 x 3.1;982
NT Auriculares activos Bluetooth E202 Red;Northwind Traders;Northwind Traders;Economía;Product0106011;Red;5.6 x 3.5 x 9.1;908
NT Auriculares activos Bluetooth E202 Plata;Northwind Traders;Northwind Traders;Economía;Product0106012;Plata;1.81x 3.5 x  0.86 ;848
NT Auriculares estéreo Bluetooth inalámbricos E302 Plata;Northwind Traders;Northwind Traders;Economía;Product0106013;Plata;5.5x 6.5 x 2.5;830
NT Auriculares estéreo Bluetooth inalámbricos E302 Blanco;Northwind Traders;Northwind Traders;Economía;Product0106014;Blanco;10.4 x 5.3 x 2.3;951
NT Auriculares estéreo Bluetooth inalámbricos E302 Amarillo;Northwind Traders;Northwind Traders;Economía;Product0106015;Amarillo;5 x 5 x 2;1020
NT Auriculares estéreo Bluetooth inalámbricos E302 Negro;Northwind Traders;Northwind Traders;Economía;Product0106016;Negro;1.81x 1 x 0.86;1177
NT Auriculares estéreo Bluetooth inalámbricos E302 Rosa;Northwind Traders;Northwind Traders;Economía;Product0106017;Rosa;9.7 x 5.2 x 2.7;908
NT Auriculares estéreo Bluetooth inalámbricos M402 Plata;Northwind Traders;Northwind Traders;Normal;Product0106018;Plata;2.8 x 9 x 6.3;383
NT Auriculares estéreo Bluetooth inalámbricos M402 Red;Northwind Traders;Northwind Traders;Normal;Product0106019;Red;11 x 7.7 x 2.5;416
NT Auriculares estéreo Bluetooth inalámbricos M402 Verde;Northwind Traders;Northwind Traders;Normal;Product0106020;Verde;5.9 x 5.5 x 2.4;441
NT Auriculares estéreo Bluetooth inalámbricos M402 Negro;Northwind Traders;Northwind Traders;Normal;Product0106021;Negro;5.9 x 5.5 x 2.4;577
NT Auriculares estéreo Bluetooth inalámbricos M402 Púrpura;Northwind Traders;Northwind Traders;Normal;Product0106022;Púrpura;12 x 7.5 x 2.7;423
NT Transmisor inalámbrico y auriculares Bluetooth M150 Negro;Northwind Traders;Northwind Traders;Normal;Product0106023;Negro;10 x 8 x 3;300
NT Transmisor inalámbrico y auriculares Bluetooth M150 Azul;Northwind Traders;Northwind Traders;Normal;Product0106024;Azul;4 x 2.5 x 0.8;382
NT Transmisor inalámbrico y auriculares Bluetooth M150 Plata;Northwind Traders;Northwind Traders;Normal;Product0106025;Plata;4.5 x 8.4 x 2.6;446
NT Transmisor inalámbrico y auriculares Bluetooth M150 Verde;Northwind Traders;Northwind Traders;Normal;Product0106026;Verde;9 x 8 x 3.8;493
NT Transmisor inalámbrico y auriculares Bluetooth M150 Red;Northwind Traders;Northwind Traders;Normal;Product0106027;Red;6 x 4 x 10;362
WWI Auriculares estéreo Bluetooth  E1000 Azul;Wide World Importers;Wide World Importers;Economía;Product0106028;Azul;12.2 x 8.8 x 5.5;947
WWI Auriculares estéreo Bluetooth  E1000 Negro;Wide World Importers;Wide World Importers;Economía;Product0106029;Negro;4 x 1.9 x 7.7;1119
WWI Auriculares estéreo Bluetooth  E1000 Plata;Wide World Importers;Wide World Importers;Economía;Product0106030;Plata;5 x 2.5 x 1;884
WWI Auriculares estéreo Bluetooth  E1000 Blanco;Wide World Importers;Wide World Importers;Economía;Product0106031;Blanco;5 x 5.5 x 2.1;1092
WWI Auriculares estéreo Bluetooth  E1000 Verde;Wide World Importers;Wide World Importers;Economía;Product0106032;Verde;5.5x 6.5 x 2.5;975
WWI Auriculares estéreo Bluetooth inalámbricos M170 Plata;Wide World Importers;Wide World Importers;Normal;Product0106033;Plata;5.7 x 3.6 x 9.2;206
WWI Auriculares estéreo Bluetooth inalámbricos M170 Negro;Wide World Importers;Wide World Importers;Normal;Product0106034;Negro;11 x 7.7 x 2.5;302
WWI Auriculares estéreo Bluetooth inalámbricos M170 Blanco;Wide World Importers;Wide World Importers;Normal;Product0106035;Blanco;3.3 x 3 x 4.7;305
WWI Auriculares estéreo Bluetooth inalámbricos M170 Rosa;Wide World Importers;Wide World Importers;Normal;Product0106036;Rosa;1 x 1 x 1;208
WWI Auriculares estéreo Bluetooth inalámbricos M270 Plata;Wide World Importers;Wide World Importers;Normal;Product0106037;Plata;7 x 5 x 1.5;363
WWI Auriculares estéreo Bluetooth inalámbricos M270 Negro;Wide World Importers;Wide World Importers;Normal;Product0106038;Negro;8 x 7.3 x 2.4;443
WWI Auriculares estéreo Bluetooth inalámbricos M270 Blanco;Wide World Importers;Wide World Importers;Normal;Product0106039;Blanco;7 x 5 x 1.5;378
